experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,binary,0.8352272727272727,176,0.6590909090909091,0.17613636363636365,0.7627976190476191,0.9077380952380951
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,number,0.3736979166666667,768,0.24088541666666666,0.13281250000000003,0.3257940965325696,0.4351818192732471
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,ID,open_ended,0.45454545454545453,11,0.9090909090909091,-0.45454545454545453,0.6136894742599837,0.760843644858876
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,binary,0.7791970802919708,548,0.7262773722627737,0.0529197080291971,0.6693710198792435,0.8397585895464185
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,number,0.4879336349924585,1326,0.46907993966817496,0.018853695324283548,0.39866497081220237,0.5928071797708048
24-geometric-aug,24_flip_p25_v1__ep2_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.632844300266796,0.8762644092749357
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,fo_class,0.6934782608695652,920,0.2891304347826087,0.4043478260869565,0.6409158297894069,0.7664206725308018
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,multiple_choice,0.9111111111111111,90,0.36666666666666664,0.5444444444444445,0.7724244505494505,0.9881181318681319
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,ID,open_ended,0.6853146853146853,286,0.5174825174825175,0.1678321678321678,0.6136894742599837,0.760843644858876
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,fo_class,0.7356125356125356,1755,0.36182336182336183,0.37378917378917376,0.6691318470439476,0.808164487886607
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,multiple_choice,0.8214285714285714,112,0.5,0.3214285714285714,0.6060329097425872,0.985663082437276
24-geometric-aug,24_flip_p25_v1__ep2_full,object_recognition,OOD,open_ended,0.7596899224806202,258,0.49224806201550386,0.2674418604651163,0.632844300266796,0.8762644092749357
24-geometric-aug,24_flip_p25_v1__ep2_full,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.6136894742599837,0.760843644858876
