experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,binary,0.7897727272727273,176,0.6590909090909091,0.13068181818181823,0.6916302910052909,0.8753163580246913
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,number,0.3229166666666667,768,0.24088541666666666,0.08203125000000003,0.2720075984225692,0.37211971313984193
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,ID,open_ended,0.2727272727272727,11,0.9090909090909091,-0.6363636363636364,0.537574842145483,0.6901598094074459
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,binary,0.7481751824817519,548,0.7262773722627737,0.021897810218978186,0.6462083541458542,0.8071998609942689
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,number,0.497737556561086,1326,0.46907993966817496,0.02865761689291102,0.40872101539313294,0.6210578252359759
13-wise-ft,13_wise_ft_v1__a0.70,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6301394691330175,0.8382988962791593
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,fo_class,0.6065217391304348,920,0.2891304347826087,0.31739130434782614,0.5587998596003285,0.6967966449925816
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,multiple_choice,0.8222222222222222,90,0.36666666666666664,0.45555555555555555,0.6706349206349206,0.9285714285714286
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,ID,open_ended,0.5874125874125874,286,0.5174825174825175,0.0699300699300699,0.537574842145483,0.6901598094074459
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,fo_class,0.5931623931623932,1755,0.36182336182336183,0.23133903133903133,0.5346991761633014,0.6971576620497273
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,multiple_choice,0.7589285714285714,112,0.5,0.2589285714285714,0.5128372434017594,0.9418662430759205
13-wise-ft,13_wise_ft_v1__a0.70,object_recognition,OOD,open_ended,0.7170542635658915,258,0.49224806201550386,0.22480620155038766,0.6301394691330175,0.8382988962791593
13-wise-ft,13_wise_ft_v1__a0.70,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.537574842145483,0.6901598094074459
